OBJECTID,COUNTRY,year,literacy,,,,,,,
5538,United States of America,1900,90.2999999999999,,,,,,,
6090,United States of America,1910,92.2999999999999,,,,,,,
6647,United States of America,1920,94,,,,,,,
7275,United States of America,1930,94.0999999999999,,,,,,,
7931,United States of America,1940,97.0999999999999,,,,,,,
8257,United States of America,1945,97.2999999999999,,,,,,,
8637,United States of America,1950,97.5,,,,,,,
4358,United States of America,1960,97.2,,,,,,,
119,United States of America,1970,99,,,,,,,
1513,United States of America,1980,99.4,,,,,,,
3752,United States of America,1995,99,,,,,,,
11892,United States of America,2005,99,,,,,,,
12712,United States of America,2010,99,,,,,,,
8638,Uruguay,1950,82.5,,,,,,,
4963,Uruguay,1965,80.4,,,,,,,
802,Uruguay,1975,93.9,,,,,,,
2236,Uruguay,1985,95.4,,,,,,,
3753,Uruguay,1995,96.7999999999999,,,,,,,
11893,Uruguay,2005,97.7999999999999,,,,,,,
12713,Uruguay,2010,98.0999999999999,,,,,,,
11074,Uzbekistan,2000,98.5999999999999,,,,,,,
12714,Uzbekistan,2010,99.4,,,,,,,
7602,Venezuela,1935,39,,,,,,,
7933,Venezuela,1940,41.5,,,,,,,
8639,Venezuela,1950,52.2,,,,,,,
4360,Venezuela,1960,63.2999999999999,,,,,,,
121,Venezuela,1970,76.5,,,,,,,
1515,Venezuela,1980,84.7,,,,,,,
2962,Venezuela,1990,89.7999999999999,,,,,,,
11075,Venezuela,2000,93,,,,,,,
11895,Venezuela,2005,95.2,,,,,,,
12715,Venezuela,2010,95.5,,,,,,,
17622,Vietnam,1950,17.5,,,,,,,
17632,Vietnam,1960,64.5,,,,,,,
1516,Vietnam,1980,83.7999999999999,,,,,,,
2963,Vietnam,1990,87.5999999999999,,,,,,,
3756,Vietnam,1995,93.7,,,,,,,
11076,Vietnam,2000,95.5999999999999,,,,,,,
12716,Vietnam,2010,97.4,,,,,,,
17648,Yemen,1950,3,,,,,,,
17658,Yemen,1960,2.5,,,,,,,
17668,Yemen,1970,27.1,,,,,,,
17678,Yemen,1980,8.6,,,,,,,
3757,Yemen,1995,37.1,,,,,,,
11897,Yemen,2005,54.7,,,,,,,
12717,Yemen,2010,63.8999999999999,,,,,,,
8644,Yugoslavia,1950,72.9,,,,,,,
9062,Yugoslavia,1955,72.7999999999999,,,,,,,
126,Zambia,1970,47.2999999999999,,,,,,,
1520,Zambia,1980,53.5,,,,,,,
2966,Zambia,1990,73.0999999999999,,,,,,,
3759,Zambia,1995,78.2,,,,,,,
11079,Zambia,2000,82.9,,,,,,,
12719,Zambia,2010,89.5999999999999,,,,,,,
17721,Zimbabwe,1950,22.5,,,,,,,
1521,Zimbabwe,1980,75.2999999999999,,,,,,,
2967,Zimbabwe,1990,82.2999999999999,,,,,,,
3760,Zimbabwe,1995,85.0999999999999,,,,,,,
11080,Zimbabwe,2000,87.5999999999999,,,,,,,
12720,Zimbabwe,2010,91.7,,,,,,,
